station,n_connections,connected_to
M8.AM37,15,M8.AI45;M8.AU41;M8.AU52;M8.AY41;M8.AY52;M8.MUKOZ;M8.TEFOZ;M8.WATNG;S1.AUALB;S1.AUBRM;S1.AUBUS;S1.AUCAR;S1.AUKAL;S1.AUKAR;S1.AUMAZ
Z8.310,15,1A.NE00;1A.NE26;1A.NE48;IC.SSE;IC.XAN;X4.GS01;X4.GS09;X4.GS12;X4.GS18;XG.SQUAN;Z8.320;Z8.341;Z8.356;Z8.365;Z8.373
M8.AI45,15,M8.AM37;M8.AQ41;M8.AU41;M8.AU52;M8.AY41;M8.AY52;M8.MUKOZ;M8.TEFOZ;M8.WATNG;S1.AUALB;S1.AUBUS;S1.AUCAR;S1.AUKAL;S1.AUKAR;S1.AUMAZ
JP.JSU,15,CB.NJ2;IC.SSE;JP.JGF;JP.JHJ2;JP.JHS;JP.JMJ2;JP.JMN;JP.JMZ;JP.JNU;JP.JOW;JP.JSD;JP.JTU;JP.JWT;KG.TJN;KS.SH2B
XM.A106,15,CH.FUORN;G.SSB;GE.HLG;GE.IBBN;GE.PSZ;GE.RGN;GE.RUE;MN.BNI;MN.DIVS;MN.VSL;MN.VTS;NL.HGN;YI.BARR;YI.BOB;YI.GROG
S1.AUBUS,15,IM.H01W2;IM.I04H3;M8.AI45;M8.AM37;M8.AQ41;M8.AU41;M8.AU52;M8.AY41;M8.AY52;M8.MUKOZ;M8.WATNG;S1.AUALB;S1.AUCAR;S1.AUKAL;S1.AUMAZ
JP.JMN,15,1U.SHRD;JP.JGF;JP.JHJ2;JP.JHS;JP.JMM;JP.JMZ;JP.JNU;JP.JOW;JP.JSD;JP.JSU;JP.JTM;JP.JTU;JP.JWT;KG.TJN;KS.SH2B
XO.MG05,15,4P.MBB03;KY.LLKY;NM.SCMO;US.AMTX;US.ECSD;US.GLMI;XI.SM37;XI.SN44;XO.LE17;Z9.E07;Z9.E31;Z9.W14;Z9.W315;ZL.N06M;ZL.N07A
MY.KUM,15,MY.KOM;TM.CHBT;TM.NAYO;TM.PRAC;TM.SKLT;TM.SRDT;TM.SRIT;ZB.L10S;ZB.LAIS;ZB.LUNG;ZB.N60B;ZB.PPNG;ZB.PUTR;ZB.TIKU;ZB.Y30S
YB.AT49,15,GE.TIRR;HL.ARG;HL.RDO;HT.AGG;KO.DKL;KO.ELL;KO.KARS;MN.VTS;YB.AT06;YB.AT19;YB.AT39;YB.AT44;YB.AT56;YB.AT63;YH.KO07
CZ.TREC,15,AC.VLO;CH.FUORN;CH.SLE;CZ.BEDC;CZ.MORC;CZ.PRIC;DK.MUD;G.SSB;GB.HMNX;GB.WACR;MN.DIVS;NL.HGN;PL.BEL;PL.KWP;PL.NIE
TX.435B,15,4O.GV01;7P.PC53;JW.BRR;KY.LLKY;MX.HPIG;MX.ZAIG;NM.WADM;O2.SC12;OK.HEWI;TX.BRDY;TX.DKNS;TX.ELG6;US.AMTX;Z7.LA01;ZZ.FWU17
YO.D03,15,7A.BDEG;IM.I51H3;N4.060A;N4.257A;N4.P51A;N4.R50A;N4.R53A;N4.V51A;XO.SOKY;XY.PACW;YO.X01;YO.X03;YO.X06;YO.X09;YO.X10
YB.AT63,15,GE.TIRR;HL.ARG;HL.RDO;HT.AGG;KO.DKL;KO.ELL;KO.KARS;MN.VTS;YB.AT06;YB.AT19;YB.AT39;YB.AT44;YB.AT49;YB.AT56;YH.KO07
NR.NE82,15,CI.PDM;IM.TX02;NR.NE74;NR.NE75;NR.NE78;NR.NE79;NR.NE80;NR.NE81;NR.NE83;XF.MA28;XF.MA36;XF.MA40;ZL.I02;ZL.N06;ZL.S05
VE.JACV,15,VE.BAUV;VE.CAIV;VE.ELOV;VE.GUNV;VE.IMOV;VE.LUEV;VE.PAYV;VE.RIOV;XT.ABPC;XT.B151;XT.CMPC;XT.MHTO;XT.MIPC;XT.PNCH;XT.SOMB
HV.ANDI,15,3J.OBS01;3J.OBS04;3J.OBS10;3J.OBS11;3J.OBS13;3J.OBS17;3J.OBS19;3J.OBS23;3J.OBS26;3J.OBS28;3J.OBS30;G.FUTU;MH.P0006;MH.P0009;MH.P0010
XM.ASB20,15,C1.CO05;C1.LL02;C1.LL05;C1.LR04;GT.PLCA;XM.ANB11;XM.ANB18;XM.ANB19;XM.ANB20;XM.ASB04;XM.ASB08;XM.ASB11;XM.ASB13;XM.ASB19;XM.ASB22
XM.ANB03,15,4Q.UT19;C1.AC02;C1.CO05;GT.CPUP;XM.ANB07;XM.ANB09;XM.ANB10;XM.ANB11;XM.ANB16;XM.ANB17;XM.ANB18;XM.ANB19;XM.ANB20;XM.CB01;XM.CB22
XR.MS02,15,IC.LSA;IN.SHL;IO.EVN;MM.KTN;MM.NGU;MM.SIM;MM.TGI;MM.YGN;RM.SLV;TM.CRAI;TM.LOEI;TM.PHRA;XR.BA07;XR.MS05;XR.MS09
ZL.S05,15,IM.TX02;NR.NE74;NR.NE75;NR.NE79;NR.NE80;NR.NE81;NR.NE82;NR.NE83;TO.MULU;TO.SAFR;XF.MA28;XF.MA36;XF.MA40;ZL.I02;ZL.N06
VE.PAYV,15,VE.BAUV;VE.CAIV;VE.ELOV;VE.GUNV;VE.IMOV;VE.JACV;VE.LUEV;VE.RIOV;XT.ABPC;XT.B151;XT.CMPC;XT.MHTO;XT.MIPC;XT.PNCH;XT.SOMB
C8.BNKB,15,7C.MM17;7C.MM26;C8.MWAB;NY.TGTN;PQ.NAB2;PQ.NBC3;PQ.NBC8;RV.DEDWA;RV.SWHSA;TD.TD009;US.HAWA;X4.LR13;XJ.SNOW;Y5.PER;ZQ.ETIP
TJ.CHGR,15,II.AAK;II.NIL;KN.ULHL;KR.BTK;KR.SFK;KR.TRKS;KZ.OTUK;QZ.AKST;QZ.CHM;QZ.TDK;QZ.ZHTS;TF.KHO;TJ.GEZN;TJ.MURGB;TJ.SHAA
M8.MUKOZ,15,M8.AI45;M8.AM37;M8.AQ41;M8.AU41;M8.AU52;M8.AY41;M8.AY52;M8.TEFOZ;M8.WATNG;S1.AUALB;S1.AUBUS;S1.AUCAR;S1.AUKAL;S1.AUKAR;S1.AUMAZ
3D.MM05,15,3D.MM15;IU.MACI;MN.RTC;PM.PESTR;PM.PFVI;PM.PMOZ;XB.PM04;XB.PM18;XB.PM25;XB.PM35;XB.PS16;XB.PS37;XB.PS57;ZI.MB16;ZI.MB19
YB.AT44,15,GE.TIRR;HL.ARG;HL.RDO;HT.AGG;KO.DKL;KO.ELL;KO.KARS;MN.VTS;YB.AT06;YB.AT19;YB.AT39;YB.AT49;YB.AT56;YB.AT63;YH.KO07
S1.AUTAR,15,M8.MOGAR;M8.RUGBY;OZ.BOGA;OZ.CURRY;OZ.DTMM;OZ.GRASY;OZ.MARG;OZ.MILD;OZ.ROBE;OZ.ROWM;OZ.TOT;S1.AUGRF;S1.AUHPC;S1.AUTKS;S1.AUUHS
ZD.FM06,15,II.NNA;TO.PE03;TO.PG01;TO.PG20;TO.PH20;YS.PARW;ZD.FM03;ZD.FM09;ZD.FN11;ZD.FS07;ZG.CB14;ZG.CB34;ZG.CP07;ZG.CP12;ZG.CP13
XA.SA18,15,XA.SA01;XA.SA03;XA.SA04;XA.SA10;XA.SA20;XA.SA26;XA.SA29;XA.SA35;XA.SA38;XA.SA60;XA.SA64;XA.SA71;XA.SA73;XA.SA76;XA.SA81
TW.KMNB,15,CB.GZH;CB.NJ2;CB.WHN;HK.HKPS;IC.QIZ;IC.SSE;IU.TATO;JP.JMJ2;JP.JOW;RM.SZP;TW.MATB;TW.VDOS;YM.12;YM.37;YM.39
N4.060A,15,CW.CCCC;CW.SOR;CY.CBCY;JM.NMIA0;N4.257A;N4.V51A;N4.X48A;N4.Y60A;NM.EUAL;YO.D03;YO.X06;YO.X09;YO.X10;Z9.E31;Z9.W315
RE.BRBY3,15,AP.PVFF;BC.PIX;BC.TJX;CI.CIA;CI.PDM;NC.G005;NN.DIX;NN.RUB;NN.SLVR;PB.B934;PB.GUAX;UO.LAIR;UO.RSBO;UO.TOMA;US.MVCO
YB.AT19,15,GE.TIRR;HL.ARG;HL.RDO;HT.AGG;KO.DKL;KO.ELL;KO.KARS;MN.VTS;YB.AT06;YB.AT39;YB.AT44;YB.AT49;YB.AT56;YB.AT63;YH.KO07
8A.OMUT,15,8A.AIAI;8A.AROB;8A.BAHE;8A.GAMM;8A.HAO;8A.KANO;8A.MALT;8A.NEPA;8A.OKAM;8A.OTJO;8A.SOLI;8A.WAND;8A.WEWE;AF.WIN;NR.NE215
ZI.MB16,14,3D.MM05;3D.MM15;IU.MACI;MN.RTC;PM.PESTR;PM.PFVI;PM.PMOZ;XB.PM04;XB.PM18;XB.PM25;XB.PM35;XB.PS16;XB.PS57;ZI.MB19
EI.IMAY,14,EI.DSB;EI.IDGL;EI.IMAC;GB.CCA1;GB.DRUM;GB.GAL1;GB.GDLE;GB.HMNX;GB.JSA;GB.LAWE;GB.LRW;GB.WACR;NL.HGN;WF.SPG
3J.OBS23,14,3J.OBS01;3J.OBS04;3J.OBS10;3J.OBS11;3J.OBS13;3J.OBS17;3J.OBS19;3J.OBS26;3J.OBS28;3J.OBS30;G.FUTU;HV.ANDI;MH.P0006;MH.P0010
ZD.FN11,14,II.NNA;TO.PE03;TO.PG01;TO.PG20;TO.PH20;YS.PARW;ZD.FM03;ZD.FM06;ZD.FM09;ZD.FS07;ZG.CB34;ZG.CP07;ZG.CP12;ZG.CP13
MH.P0010,14,3J.OBS01;3J.OBS04;3J.OBS11;3J.OBS13;3J.OBS17;3J.OBS19;3J.OBS23;3J.OBS26;3J.OBS28;3J.OBS30;HV.ANDI;MH.P0008;MH.P0009;MH.P0011
YO.X03,14,7A.BDEG;IM.I51H3;LD.FRNY;N4.257A;N4.P51A;N4.R50A;N4.R53A;N4.V51A;XY.PACW;YO.D03;YO.X01;YO.X06;YO.X09;YO.X10
Z8.365,14,IC.XAN;X4.A01;X4.D26;X4.F06;X4.GS01;X4.GS09;X4.GS12;X4.GS18;XO.JSO2;Z8.310;Z8.320;Z8.341;Z8.356;Z8.373
PE.PN1,14,7O.ABNH;GS.DEC08;KY.LLKY;LD.FRNY;NM.WADM;OH.CROH;PE.PAKC;PE.PBL2;PE.PSSK;PO.MATQ;US.GLMI;WU.TOBO;YU.B01A;ZT.WEST
X8.QM76,14,LD.FRNY;N4.K50A;PO.ACTO;PO.LATQ;PO.MATQ;PO.MEDO;US.GLMI;WU.TOBO;X8.QM38;X8.QM58;X8.QM90;X8.QMM5;Y6.HOLY;Y6.MALY
G.FUTU,14,3J.OBS01;3J.OBS04;3J.OBS10;3J.OBS11;3J.OBS13;3J.OBS17;3J.OBS19;3J.OBS23;3J.OBS26;3J.OBS28;HV.ANDI;MH.P0006;MH.P0008;MH.P0009
XM.ANB16,14,4Q.UT19;C1.AC02;GT.CPUP;XM.ANB03;XM.ANB07;XM.ANB09;XM.ANB10;XM.ANB11;XM.ANB17;XM.ANB18;XM.ANB19;XM.ANB20;XM.CB01;XM.CB22
XI.SC10,14,LD.FRNY;PO.ACTO;PO.LATQ;PO.MATQ;PO.MEDO;US.GLMI;WU.TOBO;X8.QM90;X8.QMM5;XI.SC04;XI.SC09;XI.SC14;XI.SM37;XI.SN44
XB.PM25,14,3D.MM05;3D.MM15;IP.MTOR;MN.RTC;PM.PESTR;PM.PFVI;XB.PM04;XB.PM18;XB.PM35;XB.PS16;XB.PS37;XB.PS57;ZI.MB16;ZI.MB19
CZ.MORC,14,AC.VLO;CH.FUORN;CH.SLE;CZ.BEDC;CZ.PRIC;CZ.TREC;DK.MUD;G.SSB;GE.TIRR;MN.DIVS;NL.HGN;PL.BEL;PL.KWP;PL.NIE
ZM.GM02,14,G.CCD;YT.MILR;ZM.GM01;ZM.GM03;ZM.GM04;ZM.GM06;ZM.N140;ZM.N156;ZM.N173;ZM.N190;ZM.N215;ZM.P061;ZM.P080;ZM.P124
MP.KAR2,14,1F.ANIM;3K.NIKI;AB.HASN;AB.PRLH;GO.GHRG;II.RAYN;KO.KARS;MP.AMR2;MP.DHK1;MP.KUT1;MP.SAM2;MP.SLY1;XA.AX08;XA.EP15
KP.UPNV,14,DK.ANGG;DK.DY2G;DK.ICESG;DK.KULLO;DK.NEEM;DK.SOEG;GE.SUMG;XF.NE1;XF.NE2;XF.NE3;XF.NE4;XF.NE5;XF.NE6;YM.KASE
ZM.N190,14,XD.PSP03;ZM.GM01;ZM.GM02;ZM.GM03;ZM.GM04;ZM.GM06;ZM.GM07;ZM.N140;ZM.N156;ZM.N173;ZM.N215;ZM.P061;ZM.P080;ZM.P124
XR.BA07,14,IC.LSA;IN.SHL;IO.EVN;MM.KTN;MM.NGU;MM.SIM;MM.TGI;MM.YGN;TM.CMAI;TM.CRAI;TM.PHRA;XR.MS02;XR.MS05;XR.MS09
BC.PIX,14,7P.PC53;AP.PVFF;BC.SPX;BC.TJX;CI.CIA;CI.PDM;IM.TX02;MX.HPIG;NN.DIX;NN.RUB;PB.GUAX;RE.BRBY3;TO.CC08;US.MVCO
JP.JSD,14,1U.SHRD;JP.JEW;JP.JGF;JP.JHJ2;JP.JHS;JP.JMM;JP.JMN;JP.JNU;JP.JSU;JP.JTM;JP.JTU;JP.JWT;KG.TJN;KS.SH2B
3J.OBS19,14,3J.OBS01;3J.OBS04;3J.OBS10;3J.OBS11;3J.OBS13;3J.OBS17;3J.OBS23;3J.OBS26;3J.OBS28;3J.OBS30;G.FUTU;HV.ANDI;MH.P0006;MH.P0010
JP.JGF,14,1U.SHRD;JP.JEW;JP.JHJ2;JP.JHS;JP.JMM;JP.JMN;JP.JNU;JP.JSD;JP.JSU;JP.JTM;JP.JTU;JP.JWT;KG.TJN;KS.SH2B
XL.HD75,14,II.TLY;IU.ULN;KZ.MAKZ;XL.HD03;XL.HD09;XL.HD21;XL.HD25;XL.HD41;XL.HD48;XL.HD54;XL.HD68;XL.HD72;XL.HD73;XL.HD74
YO.X09,14,7A.BDEG;IM.I51H3;N4.060A;N4.257A;N4.P51A;N4.R50A;N4.R53A;N4.V51A;XY.PACW;YO.D03;YO.X01;YO.X03;YO.X06;YO.X10
JP.JWT,14,1U.SHRD;JP.JEW;JP.JGF;JP.JHJ2;JP.JHS;JP.JMM;JP.JMN;JP.JNU;JP.JSD;JP.JSU;JP.JTM;JP.JTU;KG.TJN;KS.SH2B
AF.SKRH,14,G.FOMA;XV.AMPY;XV.ANLA;XV.ANTS;XV.BAND;XV.BANJ;XV.BITY;XV.LAHA;XV.MAHA;XV.MAJA;XV.MMBE;XV.NAPU;XV.VINA;XV.ZOBE
ZL.N06,14,CI.CIA;CI.PDM;IM.TX02;NR.NE74;NR.NE75;NR.NE79;NR.NE80;NR.NE81;NR.NE82;NR.NE83;XF.MA36;XF.MA40;ZL.I02;ZL.S05
ZI.MB19,14,3D.MM05;3D.MM15;IU.MACI;MN.RTC;PM.PESTR;PM.PFVI;PM.PMOZ;XB.PM04;XB.PM18;XB.PM25;XB.PM35;XB.PS16;XB.PS57;ZI.MB16
X4.LR13,14,C8.BNKB;C8.MWAB;IE.BCYI;MB.HRY;NC.G005;PB.B934;PQ.NBC8;RV.SWHSA;TD.TD009;UO.LAIR;US.HAWA;WY.YHR;X7.WA33;Y5.PER
NR.NE74,14,CI.CIA;CI.PDM;IM.TX02;NR.NE75;NR.NE78;NR.NE79;NR.NE80;NR.NE81;NR.NE82;NR.NE83;US.KNB;ZL.I02;ZL.N06;ZL.S05
GF.TEPE,14,3K.NIKI;AC.VLO;GE.TIRR;HL.ARG;HL.RDO;HT.AGG;KO.DKL;KO.ELL;MN.DIVS;MN.VTS;PL.KWP;RU.ANN;RU.ERBR;RU.VSLR
TM.SRIT,14,IN.PBA;MM.YGN;MY.KOM;MY.KUM;RM.DLV;TM.CHBT;TM.LOEI;TM.NAYO;TM.PANO;TM.PHRA;TM.PRAC;TM.SKLT;TM.SRDT;TM.UBPT
NR.NE75,14,CI.CIA;CI.PDM;IM.TX02;NR.NE74;NR.NE78;NR.NE79;NR.NE80;NR.NE81;NR.NE82;NR.NE83;US.KNB;ZL.I02;ZL.N06;ZL.S05
VE.LUEV,14,VE.BAUV;VE.CAIV;VE.ELOV;VE.GUNV;VE.JACV;VE.PAYV;VE.RIOV;XT.ABPC;XT.B151;XT.CMPC;XT.MHTO;XT.MIPC;XT.PNCH;XT.SOMB
ZE.BULG,14,7C.MM17;7C.MM26;AK.FALS;AK.FYU;AK.GAMB;AK.GLB;AK.PAX;AK.PPLA;AK.TNA;AT.MID;AT.SVW2;NY.MAYO;YG.GLN4;ZE.HOLG
S1.AUCAS,14,OZ.BOGA;OZ.DTMM;OZ.GRASY;OZ.HKER;OZ.MILD;OZ.MRAT;OZ.ROBE;OZ.ROWM;OZ.TOT;S1.AUAPY;S1.AUGRF;S1.AUHPC;S1.AUJCS;S1.AUROX
XM.ASB19,14,C1.AC02;C1.CO05;C1.LL02;C1.LR04;GT.PLCA;XM.ANB18;XM.ANB19;XM.ANB20;XM.ASB04;XM.ASB08;XM.ASB11;XM.ASB13;XM.ASB20;XM.ASB22
X4.D08,14,IC.LSA;X4.A01;X4.D11;X4.D26;X4.GS12;X4.H01;X4.H05;X4.H13;X4.H19;X4.H22;XO.JSO2;ZV.GUNA;ZV.LORI;ZV.MAQU
S1.AUALB,14,IM.H01W2;IM.I04H3;M8.AI45;M8.AM37;M8.AQ41;M8.AU41;M8.AU52;M8.AY41;M8.AY52;M8.MUKOZ;M8.WATNG;S1.AUBUS;S1.AUKAL;S1.AUMAZ
3J.OBS04,14,3J.OBS01;3J.OBS10;3J.OBS11;3J.OBS13;3J.OBS17;3J.OBS19;3J.OBS23;3J.OBS26;3J.OBS28;3J.OBS30;G.FUTU;HV.ANDI;MH.P0006;MH.P0010
XM.CB22,14,C1.AC02;C1.CO05;XM.ANB03;XM.ANB07;XM.ANB09;XM.ANB10;XM.ANB11;XM.ANB16;XM.ANB17;XM.ANB18;XM.ANB19;XM.ANB20;XM.ASB22;XM.CB01
XB.PM35,14,3D.MM05;3D.MM15;IP.MTOR;MN.RTC;PM.PESTR;PM.PFVI;XB.PM04;XB.PM18;XB.PM25;XB.PS16;XB.PS37;XB.PS57;ZI.MB16;ZI.MB19
3J.OBS01,14,3J.OBS04;3J.OBS10;3J.OBS11;3J.OBS13;3J.OBS17;3J.OBS19;3J.OBS23;3J.OBS26;3J.OBS28;3J.OBS30;G.FUTU;HV.ANDI;MH.P0006;MH.P0010
ZV.LORI,14,8B.402;8B.416;8B.430;IC.XAN;X4.A01;X4.D08;X4.D11;X4.D26;X4.H01;X4.H05;X4.H13;XO.JSO2;ZV.GUNA;ZV.MAQU
XV.SOLA,14,G.FOMA;MR.MRIV;XV.AMPY;XV.ANLA;XV.ANTS;XV.BAND;XV.BITY;XV.DGOS;XV.LAHA;XV.MAHA;XV.MAJA;XV.MMBE;XV.VINA;XV.ZOBE
ZM.N173,14,XD.PSP03;ZM.GM01;ZM.GM02;ZM.GM03;ZM.GM04;ZM.GM06;ZM.GM07;ZM.N140;ZM.N156;ZM.N190;ZM.N215;ZM.P061;ZM.P080;ZM.P124
CB.NJ2,14,CB.DL2;CB.GZH;CB.WHN;IC.SSE;IC.XAN;IU.INCN;IU.TATO;JP.JMJ2;JP.JOW;JP.JSU;JP.JTU;KG.TJN;KS.SH2B;TW.KMNB
YS.PL44,14,YS.MRKH;YS.NGOK;YS.PL37;YS.PL39;YS.PL40;YS.PL41;YS.PL43;YS.PL45;YS.PL46;YS.PL50;YS.PL57;YS.PL59;YS.PL61;YS.PL67
GE.SKD,14,GE.APE;GE.GHAR;GE.MRNI;GE.TIRR;GE.ZKR;MN.CLTB;MN.KEG;MN.VTS;MN.WDD;XH.SAR;YD.GROM;YD.MMNN;YF.HVAR;YF.MARJ
1U.SHRD,14,CB.DL2;CB.HEH;CB.SNY;IC.HIA;JP.JEW;JP.JGF;JP.JHS;JP.JMN;JP.JNU;JP.JSD;JP.JTM;JP.JTU;JP.JWT;KG.TJN
KS.SH2B,14,CB.DL2;CB.NJ2;CB.SNY;IC.SSE;JP.JGF;JP.JHS;JP.JMM;JP.JMN;JP.JNU;JP.JSD;JP.JSU;JP.JTU;JP.JWT;KG.TJN
YT.WILS,14,AI.BELA;YT.DUFK;YT.FALL;YT.HOWD;YT.KOLR;YT.MECK;YT.PECA;YT.SILY;YT.ST01;YT.ST02;YT.ST04;YT.ST07;YT.WAIS;YT.WNDY
XB.PM18,14,3D.MM05;3D.MM15;IP.MTOR;MN.RTC;PM.PESTR;PM.PFVI;XB.PM04;XB.PM25;XB.PM35;XB.PS16;XB.PS37;XB.PS57;ZI.MB16;ZI.MB19
CZ.BEDC,14,CH.FUORN;CH.SLE;CZ.MORC;CZ.PRIC;CZ.TREC;DK.MUD;G.SSB;GB.HMNX;GB.WACR;MN.DIVS;NL.HGN;PL.BEL;PL.KWP;PL.NIE
YB.AT06,14,GE.TIRR;HL.ARG;HL.RDO;KO.DKL;KO.ELL;KO.KARS;MN.VTS;YB.AT19;YB.AT39;YB.AT44;YB.AT49;YB.AT56;YB.AT63;YH.KO07
3J.OBS17,14,3J.OBS01;3J.OBS04;3J.OBS10;3J.OBS11;3J.OBS13;3J.OBS19;3J.OBS23;3J.OBS26;3J.OBS28;3J.OBS30;G.FUTU;HV.ANDI;MH.P0006;MH.P0010
XB.PM04,14,3D.MM05;3D.MM15;IP.MTOR;MN.RTC;PM.PESTR;PM.PFVI;XB.PM18;XB.PM25;XB.PM35;XB.PS16;XB.PS37;XB.PS57;ZI.MB16;ZI.MB19
3J.OBS26,14,3J.OBS01;3J.OBS04;3J.OBS10;3J.OBS11;3J.OBS13;3J.OBS17;3J.OBS19;3J.OBS23;3J.OBS28;3J.OBS30;G.FUTU;HV.ANDI;MH.P0010;MH.P0011
3J.OBS28,14,3J.OBS01;3J.OBS04;3J.OBS10;3J.OBS11;3J.OBS13;3J.OBS17;3J.OBS19;3J.OBS23;3J.OBS26;3J.OBS30;G.FUTU;HV.ANDI;MH.P0010;MH.P0011
C1.LR04,14,1P.EIDA;1P.OHRS;3E.MEL15;C1.LL02;C1.LL05;C1.VA04;GT.PLCA;XM.ASB04;XM.ASB08;XM.ASB11;XM.ASB13;XM.ASB19;XM.ASB20;XM.ASB22
YD.MMNN,14,CH.FUORN;GE.APE;GE.MAHO;GE.PSZ;GE.SKD;GE.ZKR;MN.BNI;MN.CLTB;MN.VSL;MN.VTS;MN.WDD;YD.GROM;YI.BARR;YI.BOB
1K.GIAN,14,AC.VLO;CA.CARA;CA.CFAR;CA.CPAL;CH.FUORN;CH.SLE;G.SSB;HT.AGG;MN.BNI;MN.CLTB;MN.VSL;MN.WDD;NL.HGN;PL.NIE
Z8.320,14,1A.NE26;1A.NE48;IC.SSE;IC.XAN;X4.GS01;X4.GS09;X4.GS12;X4.GS18;XG.SQUAN;Z8.310;Z8.341;Z8.356;Z8.365;Z8.373
3J.OBS13,14,3J.OBS01;3J.OBS04;3J.OBS10;3J.OBS11;3J.OBS17;3J.OBS19;3J.OBS23;3J.OBS26;3J.OBS28;3J.OBS30;G.FUTU;HV.ANDI;MH.P0006;MH.P0010
8A.MALT,14,8A.AIAI;8A.AROB;8A.BAHE;8A.GAMM;8A.KANO;8A.OKAM;8A.OMUT;8A.OTJO;8A.SOLI;8A.WAND;AF.CVNA;AF.HVD;AF.UPI;ZT.NHAM
ZD.FM03,14,II.NNA;TO.PE03;TO.PG01;TO.PG20;TO.PH20;YS.PARW;ZD.FM06;ZD.FM09;ZD.FN11;ZD.FS07;ZG.CB34;ZG.CP07;ZG.CP12;ZG.CP13
XF.NE6,14,DK.DBG;DK.KULLO;DK.NEEM;DK.NOR;DK.SCO;GE.DAG;GE.SUMG;KP.UPNV;XF.NE1;XF.NE2;XF.NE3;XF.NE4;XF.NE5;YM.KASE
ZL.I02,14,CI.PDM;IM.TX02;NR.NE74;NR.NE75;NR.NE79;NR.NE80;NR.NE81;NR.NE82;NR.NE83;XF.MA28;XF.MA36;XF.MA40;ZL.N06;ZL.S05
YQ.MATA,14,AF.KTWE;AF.LBB;XJ.LN25;XK.Q07MR;XK.W02NB;XK.W10LW;XK.W12MB;XK.W15SS;XK.Z04NN;XK.Z09CG;YQ.KIMO;YQ.MFRI;YQ.VWZM;ZV.CHAA
NR.NE79,14,IM.TX02;NR.NE74;NR.NE75;NR.NE78;NR.NE80;NR.NE81;NR.NE82;NR.NE83;XF.MA28;XF.MA36;XF.MA40;ZL.I02;ZL.N06;ZL.S05
Z8.373,14,IC.XAN;X4.A01;X4.D26;X4.F06;X4.GS01;X4.GS09;X4.GS12;X4.GS18;XO.JSO2;Z8.310;Z8.320;Z8.341;Z8.356;Z8.365
X7.WA33,14,IE.BCYI;MB.HRY;NC.G005;NN.RUB;PB.B934;RV.SWHSA;TD.TD009;UO.LAIR;UO.RSBO;US.DGMT;US.HAWA;WY.YHR;X4.LR13;Y5.PER
XK.Q05MJ,14,AF.KTWE;AF.PWET;IU.LSZ;XK.Q07MR;XK.W02NB;XK.W10LW;XK.W12MB;XK.W15SS;XK.Z04NN;XK.Z09CG;XV.NAPU;XV.SENA;XV.TETE;XV.VINA
XB.PS16,14,3D.MM05;3D.MM15;IP.MTOR;MN.RTC;PM.PESTR;PM.PFVI;XB.PM04;XB.PM18;XB.PM25;XB.PM35;XB.PS37;XB.PS57;ZI.MB16;ZI.MB19
XM.ANB17,14,4Q.UT19;C1.AC02;GT.CPUP;ON.TIJ01;XM.ANB03;XM.ANB07;XM.ANB09;XM.ANB10;XM.ANB11;XM.ANB16;XM.ANB18;XM.ANB19;XM.ANB20;XM.CB22
3J.OBS11,14,3J.OBS01;3J.OBS04;3J.OBS10;3J.OBS13;3J.OBS17;3J.OBS19;3J.OBS23;3J.OBS26;3J.OBS28;3J.OBS30;G.FUTU;HV.ANDI;MH.P0006;MH.P0010
YG.GLN4,14,7C.MM17;7C.MM26;7C.MM30;AK.FYU;AK.GLB;AK.PAX;AK.PPLA;AK.TNA;AT.MID;AT.SVW2;NY.MAYO;NY.TGTN;XJ.SNOW;ZE.BULG
M8.WATNG,14,M8.AI45;M8.AM37;M8.AQ41;M8.AU41;M8.AU52;M8.AY41;M8.AY52;M8.MUKOZ;M8.TEFOZ;S1.AUALB;S1.AUBUS;S1.AUCAR;S1.AUKAL;S1.AUMAZ
EI.IMAC,14,EI.DSB;EI.IDGL;EI.IMAY;GB.CCA1;GB.DRUM;GB.GAL1;GB.GDLE;GB.HMNX;GB.JSA;GB.LAWE;GB.LRW;GB.WACR;NL.HGN;WF.SPG
ZM.GM04,14,XD.PSP03;ZM.GM01;ZM.GM02;ZM.GM03;ZM.GM06;ZM.GM07;ZM.N140;ZM.N156;ZM.N173;ZM.N190;ZM.N215;ZM.P061;ZM.P080;ZM.P124
VE.IMOV,14,VE.BAUV;VE.CAIV;VE.ELOV;VE.GUNV;VE.JACV;VE.PAYV;VE.RIOV;XT.ABPC;XT.B151;XT.CMPC;XT.MHTO;XT.MIPC;XT.PNCH;XT.SOMB
ZM.N215,13,ZM.GM01;ZM.GM02;ZM.GM03;ZM.GM04;ZM.GM06;ZM.GM07;ZM.N140;ZM.N156;ZM.N173;ZM.N190;ZM.P061;ZM.P080;ZM.P124
XL.HD41,13,II.TLY;IU.ULN;XL.HD03;XL.HD09;XL.HD21;XL.HD25;XL.HD48;XL.HD54;XL.HD68;XL.HD72;XL.HD73;XL.HD74;XL.HD75
N4.E62A,13,C8.FORQ;C8.PCAQ;LD.FRNY;N4.G65A;N4.R61A;PE.PAKC;PE.PSSK;PO.LATQ;PO.MATQ;WU.TOBO;X8.COSY;XY.PACW;YM.MHCG
